idacr;leader;plad_id;archigos_id;startdate;enddate;startyear;endyear;adm0;adm1;adm2;country;continent;latitude;longitude;geoname;geo_precision;foreign_leader;ethnicity1;ethnicity2;ethnicity_geoepr1;ethnicity_geoepr2;ethnicitysource1;ethnicitysource2;ethnicity_precision;entry;exit;gender;yrborn;birthdate;uid;id_0;id_1;id_2;gid_0;gid_1;gid_2;edu_name;edu_r;birthplace_comment;ethnicity_comment
LAT;Maris Kucinskis;LAT_2016_1;.;11feb2016;23jan2019;2016;2019;Latvia;Riga;Limbai;Latvia;Europe;58;24;Kirbizi;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1961;28nov1961;35398;124;3;12;LVA;LVA.3_1;LVA.3.1_1;Degree in economics;6;.;.
LAT;Krisjanis Karins;LAT_2019_1;.;23jan2019;31dec2020;2019;2020;United States;Delaware;New Castle;Latvia;Europa;40;-76;Wilmington;1;1;.;.;.;.;.;.;.;Regular;Still in Office;M;1964;13dec1964;8978;243;8;315;USA;USA.8_1;USA.8.2_1;PhD in linguistics;8;.;.
LBR;Doe;LBR_1980_1;822ef813-1e42-11e4-b4cd-db5882bf8def;12apr1980;09sep1990;1980;1990;Liberia;GrandGedeh;Gbarzon;Liberia;Africa;6;-8;Tuzon;1;0;Krahn;.;Krahn (Guere);.;https://www.britannica.com/biography/Samuel-K-Doe;http://www.markhuband.com/doe-lured-to-death-by-close-colleagues/;1;Irregular;Irregular;M;1951;06may1951;134702;127;6;27;LBR;LBR.6_1;LBR.6.1_1;.;6;.;Kru --> Krahn
LBR;Sawyer;LBR_1990_1;822f28e4-1e42-11e4-b4cd-db5882bf8def;22nov1990;07mar1994;1990;1994;Liberia;Sinoe;Greenville;Liberia;Africa;5;-9;Greenville;1;0;Americo-Liberians;.;Americo-Liberians;.;https://www.famousbirthdays.com/people/amos-sawyer.html;.;2;Foreign Imposition;Regular;M;1945;15jun1945;135207;127;15;62;LBR;LBR.15_1;LBR.15.3_1;.;8;.;.
LBR;Kpormapkor;LBR_1994_1;822f28e5-1e42-11e4-b4cd-db5882bf8def;07mar1994;01sep1995;1994;1995;Liberia;Bomi;.;Liberia;Africa;7;-11;Bomi County;4;0;Gola;.;.;.;https://books.google.ge/books?id=nWEST4WOTKAC&pg=PA30&lpg=PA30&dq=David+D.+Kpormakpor+birthplace&source=bl&ots=BfIWH0cah_&sig=ACfU3U0yguuDbCekPyJEa-flNlzgOUjoJg&hl=de&sa=X&ved=2ahUKEwjEyLGn27XpAhWM_aQKHUhOCPIQ6AEwCnoECA8QAQ#v=onepage&q=David%20D.%20Kpormakpor%20birthplace&f=false;https://owcl.wordpress.com/2010/08/20/david-d-kpormakpor-75-former-head-of-liberia-council-of-state-is-dead-fpa-obituary/;1;Regular;Regular;M;1944;.;.;127;1;.;LBR;LBR.1_1;LBR.1.1_1;.;6;.;.
LBR;Sankawulo;LBR_1995_1;822f28e6-1e42-11e4-b4cd-db5882bf8def;01sep1995;03sep1996;1995;1996;Liberia;Bong;Fuamah;Liberia;Africa;7;-10;Haindi;1;0;Kpelle;.;.;.;https://de.zxc.wiki/wiki/Kpelle_(Sprache);https://de.wikipedia.org/wiki/Kpelle_(Sprache);1;Regular;Regular;M;1943;.;134377;127;2;3;LBR;LBR.2_1;LBR.2.1_1;.;7;.;.
LBR;Ruth Perry;LBR_1996_1;822f28e7-1e42-11e4-b4cd-db5882bf8def;03sep1996;02aug1997;1996;1997;Liberia;Grand Cape Mount;.;Liberia;Africa;7;-11;Grand Cape Mount County;4;0;Vai;.;Mandingo (subgroup of Mande);.;https://www.encyclopedia.com/women/encyclopedias-almanacs-transcripts-and-maps/perry-ruth-1939;https://books.google.ge/books?id=ElYD-kYiLtMC&pg=PA306&lpg=PA306&dq=Ruth+Perry+ethnic+vai&source=bl&ots=ysFkHXla5s&sig=ACfU3U0xBy4_Ub4hH7doAnt9EBBlbBGHgA&hl=de&sa=X&ved=2ahUKEwiC14jV3LXpAhXuwqYKHXhJBRkQ6AEwAnoECAYQAQ#v=onepage&q=Ruth%20Perry%20ethnic%20vai&f=false;1;Regular;Regular;F;1939;.;.;127;4;.;LBR;LBR.4_1;LBR.4.3_1;.;6;.;Vai -> Mande
LBR;Taylor;LBR_1997_1;822f59b8-1e42-11e4-b4cd-db5882bf8def;02aug1997;11aug2003;1997;2003;Liberia;Montserrado;Greater Monrovia;Liberia;Africa;7;-11;Arthington;1;0;Gola;Americo-Liberian;Gola;Americo-Liberians;https://www.newyorker.com/magazine/1998/07/27/the-devil-they-know;http://www.liberiapastandpresent.org/charles_taylor.htm;1;Regular;Regular;M;1948;.;134541;127;1;1;LBR;LBR.1_1;LBR.1.1_1;.;6;.;Assessment of ethnicity is based on nationality/skin color.
LBR;Moses Zeh Blah;LBR_2003_1;822f59b9-1e42-11e4-b4cd-db5882bf8def;11aug2003;14oct2003;2003;2003;Liberia;Nimba;Tappita;Liberia;Africa;7;-9;Nimba County;1;0;Gio;.;Gio;.;http://www.thenewhumanitarian.org/feature/2003/08/19/profile-interim-liberian-president-moses-blah;https://www.ijmonitor.org/2008/05/1202-former-liberian-president-moses-blah-takes-the-witness-stand-after-karmoh-kanneh-finishes-his-testimony/;1;Regular;Regular;M;1947;.;134379;127;12;53;LBR;LBR.12_1;LBR.12.4_1;.;.;.;.
LBR;Bryant;LBR_2003_2;822f59ba-1e42-11e4-b4cd-db5882bf8def;14oct2003;16jan2006;2003;2006;Liberia;Montserrado;Greater Monrovia;Liberia;Africa;6;-11;Monrovia;1;0;Grebo;.;.;.;https://allafrica.com/stories/201404170851.html;http://news.bbc.co.uk/2/hi/africa/3169873.stm;1;Regular;Regular;M;1949;.;134712;127;11;47;LBR;LBR.11_1;LBR.11.2_1;.;6;.;Grebo --> Kru
LBR;Johnson Sirleaf;LBR_2006_1;825397ce-1e42-11e4-b4cd-db5882bf8def;16jan2006;22jan2018;2006;2018;Liberia;Montserrado;Greater Monrovia;Liberia;Africa;6;-11;Monrovia;1;0;Gola;Kru;Gola;Kru;https://www.ft.com/content/1dabec18-f530-11e7-8715-e94187b3017e;https://www.britannica.com/biography/Ellen-Johnson-Sirleaf;1;Regular;Regular;F;1938;29oct1938;134712;127;11;47;LBR;LBR.11_1;LBR.11.2_1;.;7;.;Assessment of ethnicity is based on nationality/skin color.
LBR;Weah;LBR_2018_1;.;22jan2018;31dec2020;2018;2020;Liberia;Montserrado;Greater Monrovia;Liberia;Africa;6;-11;Clara town district of Monrovia;1;0;Krahn;.;Krahn (Guere);.;https://books.google.ge/books?id=bq_kqmnR8_kC&pg=PT14&dq=george+t+weah+sr&redir_esc=y#v=onepage&q=george%20t%20weah%20sr&f=false;https://frontpageafricaonline.com/opinion/commentary/liberia-ethnic-feeling-for-embattled-president-george-manneh-weah-this-isnt-the-right-way-to-help-our-tribal-brother/;1;Regular;Still in Office;M;1966;01oct1966;134712;127;11;47;LBR;LBR.11_1;LBR.11.2_1;Master´s degree in public administration;7;.;.
LEB;Michel Aoun;LEB_1988_1;823ff222-1e42-11e4-b4cd-db5882bf8def;23sep1988;05nov1989;1988;1989;Lebanon;Mount Lebanon;Baabda;Lebanon;Asia;34;36;Haret Hreik;1;0;Maronite Christian (Arab);.;Maronite Christians;.;https://www.businessinsider.com/facts-about-lebanons-new-president-hezbollah-ally-michel-aoun-2016-10?IR=T;https://biography.yourdictionary.com/michel-aoun;1;Regular;Regular;M;1933;30sep1933;126267;125;5;10;LBN;LBN.5_1;LBN.5.2_1;Military degree (artillery officer);6;.;Christian Lebanese
LEB;Moawad;LEB_1989_1;823ff223-1e42-11e4-b4cd-db5882bf8def;05nov1989;22nov1989;1989;1989;Lebanon;North;Zgharta;Lebanon;Asia;34;36;Zgharta;1;0;Maronite Christian (Arab);.;Maronite Christians;.;https://historica.fandom.com/wiki/Rene_Moawad;https://peoplepill.com/people/michel-moawad/;2;Regular;Irregular;M;1925;17apr1925;125447;125;7;26;LBN;LBN.7_1;LBN.7.6_1;.;7;.;.
LEB;Elias Hrawi;LEB_1989_2;824022f2-1e42-11e4-b4cd-db5882bf8def;23nov1989;24nov1998;1989;1998;Lebanon;Bekaa;Zahleh;Lebanon;Asia;34;36;Zahlé;1;0;Maronite Christian (Arab);.;Maronite Christians;.;http://web.mit.edu/cascon/cases/case_lbn.html;https://www.nytimes.com/1989/11/25/world/man-in-the-news-elias-hrawi-an-earthy-politician-who-makes-both-ends-meet.html;1;Regular;Regular;M;1930;.;126281;125;4;8;LBN;LBN.4_1;LBN.4.3_1;.;7;.;The president must be Maronite Christian in Lebanon
LEB;Emile Lahoud;LEB_1998_1;824022f3-1e42-11e4-b4cd-db5882bf8def;24nov1998;23nov2007;1998;2007;Lebanon;Mount Lebanon;El Metn;Lebanon;Asia;34;36;Baabdat;1;0;Maronite Christian (Arab);Armenian;Maronite Christians;Armenian Orthodox;https://www.jewishvirtuallibrary.org/emile-lahoud;http://www.armeniapedia.org/wiki/Emile_Lahoud;2;Regular;Regular;M;1936;.;126151;125;5;13;LBN;LBN.5_1;LBN.5.5_1;.;6;.;.
LEB;Siniora;LEB_2007_1;82548bfc-1e42-11e4-b4cd-db5882bf8def;23nov2007;25may2008;2007;2008;Lebanon;South;Saida;Lebanon;Asia;34;35;Sidon;1;0;Arab;.;Sunni Arabs;.;http://news.bbc.co.uk/2/hi/middle_east/4641865.stm;.;3;Regular;Irregular;M;1943;.;126722;125;8;29;LBN;LBN.8_1;LBN.8.3_1;Master´s degree in business administration;7;.;.
LEB;Suleiman;LEB_2008_1;82548bfd-1e42-11e4-b4cd-db5882bf8def;25may2008;24may2014;2008;2014;Lebanon;Mount Lebanon;Jubail;Lebanon;Asia;34;36;Amsheet;1;0;Maronite Christian (Arab);.;Maronite Christians;.;https://www.reuters.com/article/us-lebanon-president/suleiman-symbol-of-unity-in-divided-lebanon-idUSL239349720080523;https://historica.fandom.com/wiki/Michel_Suleiman;1;Regular;Regular;M;1948;21nov1948;125749;125;5;15;LBN;LBN.5_1;LBN.5.7_1;.;7;.;.
LEB;Salam;LEB_2014_1;14a011a3-aae0-11e4-b3bc-29f2fa19767e;24may2014;31oct2016;2014;2016;Lebanon;Beirut;Beirut;Lebanon;Asia;34;36;Beirut;1;0;Arab;.;Sunni Arabs;.;https://web.archive.org/web/20131004212858/http://www.cablegatesearch.net/cable.php?id=05BEIRUT654;https://www.nytimes.com/2013/04/07/world/middleeast/tamam-salam-asked-to-form-a-government-in-lebanon.html;1;Regular;Regular;M;1945;13may1945;126188;125;3;5;LBN;LBN.3_1;LBN.3.1_1;Degree in economics;6;.;Assessment of ethnicity is based on nationality/skin color.
LEB;Michel Aoun;LEB_2016_1;.;31oct2016;31dec2020;2016;2020;Lebanon;Mount Lebanon;Baabda;Lebanon;Asia;34;36;Haret Hreik;1;0;Maronite Christian (Arab);.;Maronite Christians;.;https://www.businessinsider.com/facts-about-lebanons-new-president-hezbollah-ally-michel-aoun-2016-10?IR=T;https://biography.yourdictionary.com/michel-aoun;1;Regular;Still in Office;M;1933;30sep1933;126267;125;5;10;LBN;LBN.5_1;LBN.5.2_1;Military degree (artillery officer);6;.;.
LES;Lekhanya;LES_1986_1;823a6a01-1e42-11e4-b4cd-db5882bf8def;24jan1986;02may1991;1986;1991;Lesotho;Thaba-Tseka;.;Lesotho;Africa;-30;29;Thaba-Tseka;1;0;Basotho;.;.;.;.;.;3;Irregular;Irregular;M;1938;07apr1938;178473;126;10;.;LSO;LSO.10_1;.;.;3;only admin level 1 in GADM for Lesotho;Assessment of ethnicity is based on nationality/skin color.
LES;Ramaema;LES_1991_1;823a9ad0-1e42-11e4-b4cd-db5882bf8def;02may1991;02apr1993;1991;1993;Lesotho;Berea;.;Lesotho;Africa;-29;28;Mapoteng;1;0;Sotho;.;.;.;.;.;3;Irregular;Regular;M;1933;10nov1933;178420;126;1;.;LSO;LSO.1_1;.;.;3;only admin level 1 in GADM for Lesotho;Assessment of ethnicity is based on nationality/skin color.
LES;Mokhehle;LES_1993_1;823a9ad1-1e42-11e4-b4cd-db5882bf8def;02apr1993;17aug1994;1993;1994;Lesotho;Berea;.;Lesotho;Africa;-29;28;Teyateyaneng;1;0;Basotho;.;Sotho;.;https://books.google.ge/books?id=_SRqDwAAQBAJ&pg=PA291&lpg=PA291&dq=Ntsu+Mokhele+ethni+basotho&source=bl&ots=ntSIg3CEv-&sig=ACfU3U0ofw0_djYdEAQkj0fhxWH_pRhCcA&hl=de&sa=X&ved=2ahUKEwj269W-2bXpAhXJDOwKHdI9AysQ6AEwAnoECAcQAQ;https://books.google.ge/books?id=epelDwAAQBAJ&pg=PA291&lpg=PA291&dq=Ntsu+Mokhele+ethni+basotho&source=bl&ots=D7QU2ktRkm&sig=ACfU3U0bCETn_BCQJkCc08JjiLUq9YOlnA&hl=de&sa=X&ved=2ahUKEwj269W-2bXpAhXJDOwKHdI9AysQ6AEwBHoECAYQAQ#v=onepage&q=Ntsu%20Mokhele%20ethni%20basotho&f=false;1;Regular;Irregular;M;1918;26dec1918;178420;126;1;.;LSO;LSO.1_1;.;Master´s degree in biology;7;only admin level 1 in GADM for Lesotho;.
LES;Letsie III;LES_1994_1;823a9ad2-1e42-11e4-b4cd-db5882bf8def;17aug1994;14sep1994;1994;1994;Lesotho;Maseru;.;Lesotho;Africa;-30;28;Morija;1;0;Basotho;.;Sotho;.;https://ethnicelebs.com/letsie-iii;https://www.sahistory.org.za/jquery_ajax_load/get/article/basotho;1;Irregular;Regular;M;1963;.;178550;126;5;.;LSO;LSO.5_1;.;.;6;only admin level 1 in GADM for Lesotho;.
LES;Mokhehle;LES_1994_2;823a9ad1-1e42-11e4-b4cd-db5882bf8def;14sep1994;29may1998;1994;1998;Lesotho;Berea;.;Lesotho;Africa;-29;28;Teyateyaneng;1;0;Basotho;.;Sotho;.;https://books.google.ge/books?id=_SRqDwAAQBAJ&pg=PA291&lpg=PA291&dq=Ntsu+Mokhele+ethni+basotho&source=bl&ots=ntSIg3CEv-&sig=ACfU3U0ofw0_djYdEAQkj0fhxWH_pRhCcA&hl=de&sa=X&ved=2ahUKEwj269W-2bXpAhXJDOwKHdI9AysQ6AEwAnoECAcQAQ;https://books.google.ge/books?id=epelDwAAQBAJ&pg=PA291&lpg=PA291&dq=Ntsu+Mokhele+ethni+basotho&source=bl&ots=D7QU2ktRkm&sig=ACfU3U0bCETn_BCQJkCc08JjiLUq9YOlnA&hl=de&sa=X&ved=2ahUKEwj269W-2bXpAhXJDOwKHdI9AysQ6AEwBHoECAYQAQ#v=onepage&q=Ntsu%20Mokhele%20ethni%20basotho&f=false;1;Irregular;Regular;M;1918;26dec1918;178420;126;1;.;LSO;LSO.1_1;.;Master´s degree in biology;7;only admin level 1 in GADM for Lesotho;.
LES;Pakalitha Mosisili;LES_1998_1;823a9ad3-1e42-11e4-b4cd-db5882bf8def;29may1998;08jun2012;1998;2012;Lesotho;Qacha's Nek;.;Lesotho;Africa;-30;29;Qacha's Nek;3;0;Basotho;.;Sotho;.;Dreher et al. (2019);.;2;Regular;Regular;M;1945;15mar1945;178706;126;8;.;LSO;LSO.8_1;.;Master´s degree in education;7;only admin level 1 in GADM for Lesotho;.
LES;Tom Thabane;LES_2012_1;149fc376-aae0-11e4-b3bc-29f2fa19767e;08jun2012;17mar2015;2012;2015;Lesotho;Maseru;.;Lesotho;Africa;-29;27;Maseru;1;0;Sotho;.;.;.;.;.;3;Regular;Regular;M;1939;28may1939;178550;126;5;.;LSO;LSO.5_1;.;Bachelor´s degree in political science and anglistics;6;only admin level 1 in GADM for Lesotho;Assessment of ethnicity is based on nationality/skin color.
LES;Pakalitha Mosisili;LES_2015_1;43fa7162-de6a-11e5-ba44-bb6d7c1a9a58;17mar2015;16jun2017;2015;2017;Lesotho;Qacha's Nek;.;Lesotho;Africa;-30;29;Qacha's Nek;3;0;Basotho;.;Sotho;.;Dreher et al. (2019);.;2;Regular;Regular;M;1945;14mar1945;178706;126;8;.;LSO;LSO.8_1;.;Master´s degree in education;7;only admin level 1 in GADM for Lesotho;.
LES;Tom Thabane;LES_2017_1;.;16jun2017;19may2020;2017;2020;Lesotho;Maseru;.;Lesotho;Africa;-29;27;Maseru;1;0;Sotho;.;.;.;.;.;3;Regular;Regular;M;1939;28may1939;178550;126;5;.;LSO;LSO.5_1;.;Bachelor´s degree in political science and english studies;6;.;.
LES;Moeketsi Majoro;LES_2020_1;.;19may2020;31dec2020;2020;2020;Lesotho;Leribe;.;Lesotho;Africa;-29;28;Tsikoane;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1961;03nov1961;178287;126;3;.;LSO;LSO.3_1;.;PhD in economics;8;.;.
LIB;Qaddafi;LIB_1969_1;823c217e-1e42-11e4-b4cd-db5882bf8def;01sep1969;23aug2011;1969;2011;Libya;Surt;.;Libya;Africa;31;17;Qasr Abu Hadi;1;0;Berber;.;Berbers;.;https://libya.zenith.me/en/politics/gaddafi-loyalists-struggle-relevance;https://www.bbc.com/news/magazine-12918246;1;Irregular;Irregular;M;1942;.;127957;128;19;.;LBY;LBY.19_1;.;.;6;.;Qadhadhfa --> Houara --> Berber
LIB;Mustafa Jalil;LIB_2011_1;82545b29-1e42-11e4-b4cd-db5882bf8def;23aug2011;08aug2012;2011;2012;Libya;Al Jabal al Akhdar;.;Libya;Africa;33;22;Bayda;1;0;Arab;.;Arab;.;https://www.bbc.com/news/world-africa-14613679;.;2;Irregular;Regular;M;1952;.;128091;128;2;.;LBY;LBY.2_1;.;.;6;.;.
LIB;Mohammed Ali Salim;LIB_2012_1;149fc378-aae0-11e4-b3bc-29f2fa19767e;08aug2012;09aug2012;2012;2012;Libya;.;.;Libya;Africa;.;.;.;5;0;Arab;.;.;.;.;.;3;Regular;Regular;M;1953;.;.;.;.;.;.;.;.;.;.;.;Assessment of ethnicity is based on nationality/skin color.
LIB;Mohammed Magariaf;LIB_2012_2;149fc379-aae0-11e4-b3bc-29f2fa19767e;09aug2012;28may2013;2012;2013;Libya;Benghazi;.;Libya;Africa;32;20;Benghazi;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1940;.;127473;128;12;.;LBY;LBY.12_1;.;Bachelor´s degree in economics;6;.;.
LIB;Giuma Ahmed Atigha;LIB_2013_1;149fea90-aae0-11e4-b3bc-29f2fa19767e;28may2013;25jun2013;2013;2013;Libya;Misratah;.;Libya;Africa;32;15;Misratha;1;0;Arab;.;.;.;.;.;3;Regular;Regular;M;1950;.;127582;128;15;.;LBY;LBY.15_1;.;.;.;.;Assessment of ethnicity is based on nationality/skin color.
LIB;Nouri Abusahmain;LIB_2013_2;2b3c671f-3481-11e4-8dba-bbcd9ed46413;25jun2013;04aug2014;2013;2014;Libya;An Nuqat al Khams;.;Libya;Africa;33;12;Zuwarah;1;0;Berber;.;Berbers;.;https://moguldom.com/90533/12-things-didnt-know-libyan-leader-nouri-abusahmain/6/;.;2;Regular;Regular;M;-999;.;127204;128;10;.;LBY;LBY.10_1;.;.;.;.;.
LIB;Akila Saleh Issa;LIB_2014_1;149fea91-aae0-11e4-b3bc-29f2fa19767e;05aug2014;17dec2015;2014;2015;Libya;Darnah;.;Libya;Africa;33;22;Al Qubbah;1;0;.;.;.;.;.;.;.;Regular;Irregular;M;1944;.;127330;128;13;.;LBY;LBY.13_1;.;.;.;.;.
LIB;Fayez al-Sarraj;LIB_2015_1;.;17dec2015;31dec2020;2015;2020;Libya;Tripoli;.;Libya;Africa;33;13;Tripoli;1;0;.;.;.;.;.;.;.;Foreign Imposition;Still in Office;M;1960;20feb1960;127338;128;20;.;LBY;LBY.20_1;.;Master's in public administration, Bachelor in architecture;7;.;.
LIT;Landsbergis;LIT_1990_1;82226124-1e42-11e4-b4cd-db5882bf8def;11mar1990;25nov1992;1990;1992;Lithuania;Kauno;Kauno;Lithuania;Europe;55;24;Kaunas;1;0;Lithuanian;.;Lithuanians;.;http://pirmojiknyga.mch.mii.lt/Asmenys/landsberg.en.htm;https://www.encyclopedia.com/history/encyclopedias-almanacs-transcripts-and-maps/landsbergis-vytautas;3;Regular;Regular;M;1931;12oct1931;37032;130;2;8;LTU;LTU.2_1;LTU.2.4_1;.;6;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Brazauskas;LIT_1992_1;82226125-1e42-11e4-b4cd-db5882bf8def;25nov1992;25feb1998;1992;1998;Lithuania;Panevezio;Rokikio;Lithuania;Europe;56;26;Rokikis;2;0;Lithuanian;.;Lithuanians;.;https://www.britannica.com/biography/Algirdas-Brazauskas;https://www.nytimes.com/2010/06/29/world/europe/29brazauskas.html;3;Regular;Regular;M;1932;.;36552;130;5;25;LTU;LTU.5_1;LTU.5.5_1;.;8;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Adamkus;LIT_1998_1;82226126-1e42-11e4-b4cd-db5882bf8def;26feb1998;25feb2003;1998;2003;Lithuania;Kauno;Kauno;Lithuania;Europe;55;24;Kaunas;1;0;Lithuanian;.;Lithuanians;.;https://en.wikipedia.org/wiki/Valdas_Adamkus;https://www.delfi.lt/temos/valdas-adamkus-en;3;Regular;Regular;M;1926;03nov1926;37032;130;2;8;LTU;LTU.2_1;LTU.2.4_1;Degree in civil engineering;6;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Paksas;LIT_2003_1;82229200-1e42-11e4-b4cd-db5882bf8def;26feb2003;06apr2004;2003;2004;Lithuania;Teliai;Teliu;Lithuania;Europe;56;22;Teliai;1;0;Lithuanian;.;Lithuanians;.;https://www.thefamouspeople.com/profiles/rolandas-paksas-5846.php;https://peoplepill.com/people/rolandas-paksas/;2;Regular;Regular;M;1956;10jun1956;36560;130;8;37;LTU;LTU.8_1;LTU.8.3_1;.;7;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Paulauskas;LIT_2004_1;8222c2d4-1e42-11e4-b4cd-db5882bf8def;06apr2004;12jul2004;2004;2004;Lithuania;Vilniaus;Vilniaus;Lithuania;Europe;55;25;Vilnius;3;0;Lithuanian;.;Lithuanians;.;http://www.maskoliunasfamilyproject.com/rulers-of-lithuania-1918-to-present/;.;3;Regular;Regular;M;1953;.;37074;130;10;48;LTU;LTU.10_1;LTU.10.6_1;.;6;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Adamkus;LIT_2004_2;82226126-1e42-11e4-b4cd-db5882bf8def;12jul2004;12jul2009;2004;2009;Lithuania;Kauno;Kauno;Lithuania;Europe;55;24;Kaunas;1;0;Lithuanian;.;Lithuanians;.;https://en.wikipedia.org/wiki/Valdas_Adamkus;https://www.delfi.lt/temos/valdas-adamkus-en;3;Regular;Regular;M;1926;03nov1926;37032;130;2;8;LTU;LTU.2_1;LTU.2.4_1;Degree in civil engineering;6;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Grybauskaite;LIT_2009_1;8252d481-1e42-11e4-b4cd-db5882bf8def;12jul2009;12jul2019;2009;2019;Lithuania;Vilniaus;Vilniaus;Lithuania;Europe;55;25;Vilnius;3;0;Lithuanian;.;Lithuanians;.;https://ethnicelebs.com/dalia-grybauskaite;https://www.britannica.com/biography/Dalia-Grybauskaite;2;Regular;Regular;F;1956;01mar1956;37074;130;10;48;LTU;LTU.10_1;LTU.10.6_1;.;8;.;Assessment of ethnicity is based on nationality/skin color.
LIT;Gitanas Nauseda;LIT_2019_1;.;12jul2019;31dec2020;2019;2020;Lithuania;Klaipedos;Klaipedos;Lithuania;Europe;56;21;Klaipeda;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1964;19may1964;36685;130;3;12;LTU;LTU.3_1;LTU.3.1_1;PhD in economics;8;.;.
LUX;Santer;LUX_1984_1;820b4c7a-1e42-11e4-b4cd-db5882bf8def;20jul1984;20jan1995;1984;1995;Luxembourg;Grevenmacher;Grevenmacher;Luxemburg;Europe;50;7;Wasserbillig;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1937;18may1937;52925;131;2;7;LUX;LUX.2_1;LUX.2.2_1;.;7;.;.
LUX;Juncker;LUX_1995_1;820b4c7b-1e42-11e4-b4cd-db5882bf8def;20jan1995;04dec2013;1995;2013;Luxembourg;Diekirch;Redange;Luxemburg;Europe;50;6;Redange;1;0;.;.;.;.;.;.;.;Regular;Regular;M;1954;.;52303;131;1;3;LUX;LUX.1_1;LUX.1.3_1;.;7;.;.
LUX;Xavier Bettel;LUX_2013_1;2b37a454-3481-11e4-8dba-bbcd9ed46413;04dec2013;31dec2020;2013;2020;Luxembourg;Luxembourg;Luxembourg;Luxemburg;Europe;50;6;Luxembourg City;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1973;03mar1973;54036;131;3;11;LUX;LUX.3_1;LUX.3.3_1;Master´s degree in law;7;.;.
MAA;Sidi Ahmed Taya;MAA_1984_1;822cdeeb-1e42-11e4-b4cd-db5882bf8def;12dec1984;03aug2005;1984;2005;Mauritania;Adrar;Atar;Mauritania;Africa;21;-13;Atar;1;0;White moors;.;White Moors (Beydan);.;https://books.google.de/books?id=ZfSXAAAAQBAJ&pg=PA115&lpg=PA115&dq=Sidi+Ahmed+Taya+white+moor&source=bl&ots=gyhT9_QDeb&sig=ACfU3U23_QlQKE8lWG3Zs6_S5SIGi99UMg&hl=en&sa=X&ved=2ahUKEwiBz_q83ZjjAhUXwAIHHfovAdcQ6AEwCnoECAcQAQ#v=onepage&q=Sidi%20Ahmed%20Taya%20white%20moor&f=false;http://www.mar.umd.edu/chronology.asp?groupId=43502;1;Irregular;Irregular;M;1941;.;129536;142;1;2;MRT;MRT.1_1;MRT.1.2_1;.;4;.;.
MAA;Ould Mohamed Vall;MAA_2005_1;82533628-1e42-11e4-b4cd-db5882bf8def;03aug2005;19apr2007;2005;2007;Mauritania;Nouakchott;Nouakchott;Mauritania;Africa;18;-16;Nuakchott;1;0;White moors;.;White Moors (Beydan);.;http://news.bbc.co.uk/2/hi/africa/4746387.stm;https://uk.reuters.com/article/mauritania-election/issue-of-race-clouds-mauritania-election-idUKL1061294220070310;1;Irregular;Regular;M;1953;.;129604;142;10;32;MRT;MRT.10_1;MRT.10.1_1;Military degree (major);6;.;.
MAA;Ould Cheikh Abdellahi;MAA_2007_1;82533629-1e42-11e4-b4cd-db5882bf8def;19apr2007;06aug2008;2007;2008;Mauritania;Brakna;Aleg;Mauritania;Africa;17;-14;Aleg;1;0;White moors;.;White Moors (Beydan);.;https://www.refworld.org/docid/469f38bc1.html;.;2;Regular;Irregular;M;1938;.;129619;142;3;9;MRT;MRT.3_1;MRT.3.1_1;.;7;.;.
MAA;Ould Abdel Aziz;MAA_2008_1;8253362a-1e42-11e4-b4cd-db5882bf8def;06aug2008;15apr2009;2008;2009;Mauritania;Inchiri;Akjoujt;Mauritania;Africa;20;-15;Akjoujt;1;0;White moors;.;White Moors (Beydan);.;https://www.refworld.org/docid/469f38bc1.html;https://www.refworld.org/docid/5bcdce2a13.html;1;Irregular;Regular;M;1956;20dec1956;129540;142;9;31;MRT;MRT.9_1;MRT.9.1_1;Military degree;6;.;.
MAA;dit M'Bare;MAA_2009_1;8253362b-1e42-11e4-b4cd-db5882bf8def;15apr2009;05aug2009;2009;2009;Mauritania;Gorgol;Maghama;Mauritania;Africa;15;-13;Waly Diantang;1;0;Fula;.;Black Africans;.;http://www.gsdrc.org/docs/open/gsdrc_conflanal_mauritania.pdf;https://en.wikipedia.org/wiki/List_of_Fula_people;1;Regular;Regular;M;1946;.;129859;142;5;17;MRT;MRT.5_1;MRT.5.3_1;.;7;.;.
